rainfall,temperature,fertilizer,crop,yield
167.06,27.6,69.54,61,3.73
91.16,24.06,68.84,2,3.17
178.72,26.15,37.82,92,2.81
137.68,28.95,50.48,89,2.44
144.57,33.75,58.63,72,2.91
106.99,25.3,45.21,4,2.31
160.21,22.87,61.02,87,3.35
112.6,22.71,63.26,15,2.71
214.88,31.11,77.53,38,3.95
138.22,28.24,46.09,80,3.22
180.32,24.87,70.16,6,3.57
141.29,24.22,42.59,75,2.65
77.02,24.36,48.81,12,1.89
180.58,25.78,48.06,16,3.28
153.24,21.75,52.35,34,2.59
183.06,17.34,59.48,40,3.33
268.53,18.75,68.18,63,4.48
145.4,21.07,73.34,66,2.9
240.88,24.52,33.52,99,2.99
151.8,23.94,53.45,13,2.31
113.84,25.97,42.0,68,2.5
209.68,28.53,48.83,57,3.25
67.99,29.24,67.23,52,2.3
148.0,25.89,26.2,57,3.11
147.36,28.54,70.2,87,3.1
130.07,18.76,52.28,54,2.95
171.55,26.54,65.41,82,3.41
155.11,36.72,31.69,73,3.02
180.99,32.27,37.17,45,2.81
134.29,33.8,65.83,84,2.74
170.97,35.03,52.76,77,3.23
124.05,16.01,42.54,47,2.83
172.02,19.49,52.33,15,3.04
182.74,24.65,44.18,97,3.12
208.13,17.59,64.01,73,3.62
128.47,21.68,53.57,2,3.19
182.37,30.83,53.56,81,3.14
189.05,32.74,54.69,69,2.87
163.59,32.33,58.89,3,4.77
212.81,31.72,41.43,32,3.3
120.36,38.35,35.38,66,2.41
136.48,17.57,55.6,80,2.98
148.36,32.43,58.97,98,3.07
127.31,25.72,78.43,16,3.14
193.97,22.94,73.96,73,3.57
134.91,29.75,26.01,4,2.09
104.29,28.06,61.52,68,2.8
110.93,21.32,65.92,10,2.94
112.66,26.69,10.53,0,2.72
205.17,20.44,43.34,64,3.23
179.84,23.98,46.36,67,3.0
149.37,26.33,37.64,9,2.7
127.54,24.08,70.22,32,2.96
71.83,23.87,51.98,28,2.54
153.53,24.23,61.76,33,3.44
206.36,28.71,92.19,18,3.12
80.91,35.66,61.98,0,2.66
168.17,19.23,73.16,10,3.19
152.52,27.36,49.06,93,3.01
158.69,34.41,68.75,58,2.75
60.6,32.57,39.92,44,1.74
150.65,23.72,63.58,3,4.38
163.84,21.85,81.72,81,3.46
190.95,24.08,45.7,88,3.02
163.14,37.63,32.18,94,2.96
126.7,31.0,53.23,16,2.68
237.55,23.66,64.28,96,3.86
145.35,34.47,48.08,22,2.42
208.76,21.53,47.61,76,3.26
173.39,19.87,66.36,7,3.17
145.37,20.78,80.65,62,3.34
137.42,22.83,69.68,61,3.02
198.51,29.35,65.29,32,3.19
113.78,29.38,75.51,24,3.13
233.33,26.3,46.72,55,3.63
106.0,32.53,100.0,70,2.17
137.62,22.5,66.55,46,2.81
158.24,19.22,75.13,30,3.33
109.69,27.79,53.73,61,2.68
145.68,34.17,31.86,65,2.6
97.83,25.38,44.67,83,2.2
139.35,29.33,65.65,63,3.0
116.37,23.06,37.7,94,2.75
105.6,25.62,69.28,36,2.9
190.51,30.71,45.91,61,2.9
165.24,22.1,69.4,9,3.56
186.31,18.66,67.57,46,3.07
212.93,22.36,72.57,85,3.52
143.02,30.15,41.36,58,2.99
163.61,30.18,74.71,72,2.98
160.81,22.07,83.9,99,3.69
106.69,32.32,42.8,90,2.26
155.58,29.85,46.06,56,3.13
111.04,21.53,66.2,62,2.69
158.13,21.84,69.06,55,2.79
70.69,34.0,46.97,93,1.83
94.49,18.02,64.12,15,2.85
121.25,36.21,74.73,41,2.92
147.63,26.94,39.98,86,2.67
124.38,20.29,25.0,26,2.43
185.93,17.06,71.46,73,3.47
146.21,30.04,65.7,6,3.18
187.77,28.02,48.63,70,2.4
211.43,23.91,50.03,17,3.77
174.97,24.75,75.76,3,4.57
126.45,23.25,51.17,89,2.94
100.91,28.44,75.4,62,2.96
169.99,24.11,74.21,38,3.37
168.52,19.43,53.66,16,3.46
147.57,31.1,47.32,75,3.1
175.92,29.16,41.95,12,2.23
181.57,35.0,64.91,58,3.4
189.55,25.96,45.52,83,3.17
117.04,26.79,50.19,77,2.31
121.43,27.65,71.33,68,2.91
140.99,28.3,47.49,73,2.71
114.19,24.27,56.27,46,2.74
133.41,26.09,61.92,31,2.99
149.27,23.95,36.75,81,2.54
163.63,32.07,75.87,54,3.34
193.88,27.29,49.54,43,3.24
174.47,33.01,36.0,95,3.09
157.56,17.62,39.12,55,2.69
179.25,28.89,38.85,25,2.94
173.83,28.9,47.79,31,3.37
151.44,27.1,57.01,48,2.91
120.2,30.44,75.35,76,3.44
108.94,26.61,46.36,26,2.34
145.77,28.62,48.53,55,3.23
111.39,23.15,39.46,62,2.49
63.99,37.62,38.94,83,1.88
192.36,31.83,54.51,56,3.73
139.37,30.72,51.71,49,2.45
172.15,22.26,48.37,99,3.16
132.34,16.32,43.91,16,3.0
180.76,27.77,51.93,97,3.36
103.37,29.96,70.49,34,2.87
216.52,25.82,46.43,65,3.45
128.13,20.59,21.45,39,1.96
109.19,27.93,50.15,27,2.53
203.32,26.29,60.44,77,3.26
158.65,26.63,54.98,3,4.97
168.11,24.22,57.08,28,3.51
185.85,32.52,60.95,22,3.06
169.77,26.14,71.64,26,3.27
222.36,25.4,60.88,29,4.03
163.82,31.49,90.74,83,3.48
203.41,18.5,64.79,76,3.42
133.84,19.73,27.0,27,2.29
230.46,20.88,58.15,85,3.72
119.02,27.28,54.05,2,3.11
128.51,26.43,48.96,64,2.74
169.63,33.44,35.22,16,2.98
202.4,24.85,76.0,77,3.7
146.81,16.0,85.64,81,3.5
154.68,33.71,37.18,74,2.6
133.69,21.57,64.29,69,3.15
170.54,28.65,74.26,42,2.69
155.48,31.66,81.51,90,2.98
229.42,23.03,51.94,16,3.6
158.96,31.58,59.84,46,3.34
107.6,25.17,64.4,25,2.65
129.33,20.62,38.72,42,2.65
149.36,24.43,77.32,10,3.52
127.52,40.0,50.27,35,1.69
64.78,21.51,67.96,36,2.61
207.02,22.04,67.44,18,3.04
99.25,29.98,75.53,24,2.64
145.52,31.89,23.99,80,3.05
220.66,29.43,49.87,64,3.8
136.67,26.91,27.83,53,2.29
135.67,32.62,57.3,22,2.79
127.61,23.14,44.78,90,3.06
132.93,22.84,57.96,61,2.67
128.44,26.92,41.16,44,3.07
114.06,32.51,40.18,96,2.79
144.68,35.07,80.13,59,2.83
119.39,18.0,60.2,61,2.95
198.9,27.88,46.08,0,3.57
141.41,22.54,74.62,14,2.28
183.9,23.33,48.31,68,3.43
168.82,28.99,53.05,95,2.78
185.49,30.83,43.39,32,3.71
226.57,19.03,60.57,64,3.98
113.61,26.22,84.17,74,2.95
137.72,26.67,71.82,60,2.84
177.21,35.61,58.45,24,2.97
218.98,29.16,60.93,90,3.68
136.02,25.04,45.04,74,2.88
140.64,24.71,84.51,77,2.78
143.03,26.33,72.05,98,3.09
140.26,29.05,61.77,62,2.94
201.52,31.42,75.03,71,2.61
138.99,29.17,71.14,0,3.06
85.55,29.85,40.45,17,2.2
138.6,27.37,75.88,52,3.34
165.85,25.79,58.95,14,2.57
147.8,26.8,48.22,2,2.98
196.8,18.32,29.1,14,2.59
160.56,20.47,42.82,51,2.96
189.59,22.84,71.8,33,3.73
98.75,24.21,76.55,89,2.61
148.54,17.14,41.09,59,2.66
246.74,17.01,42.81,99,3.63
130.15,15.51,32.86,98,2.47
194.71,30.08,51.31,77,3.3
179.14,19.14,51.23,68,3.21
164.59,28.76,59.76,32,2.94
147.57,40.0,51.12,43,2.82
145.84,24.86,70.71,85,3.06
138.29,29.9,40.74,36,2.51
128.5,35.6,66.56,74,2.61
155.46,25.43,42.65,74,2.67
106.86,27.04,53.65,28,2.5
99.58,23.36,56.19,83,2.34
191.3,32.37,44.07,87,3.4
113.56,27.92,57.11,84,2.93
115.52,29.67,31.01,36,2.78
150.1,31.89,48.39,63,3.17
151.7,29.24,87.84,57,3.26
96.46,19.67,66.59,2,2.82
152.58,29.44,54.38,8,3.23
118.91,19.49,53.51,22,2.6
147.81,26.86,50.43,83,2.63
228.23,34.15,75.58,83,3.85
116.38,34.68,56.37,26,2.69
61.39,26.08,42.74,5,1.97
142.25,24.56,76.01,41,3.07
185.43,31.8,30.91,42,3.44
128.32,23.73,43.75,71,2.2
235.48,31.72,51.45,68,3.86
70.06,22.84,51.82,33,2.12
103.32,35.22,76.18,83,2.37
119.04,27.59,36.14,3,4.06
139.81,38.52,42.85,94,2.32
150.44,27.57,78.64,3,4.57
172.98,22.35,57.37,80,3.39
147.02,24.86,57.85,76,2.83
239.19,31.75,33.1,8,3.59
139.87,27.9,45.61,9,2.95
127.83,32.91,50.01,96,2.98
183.44,14.64,69.62,94,3.66
121.7,33.5,29.61,36,2.59
217.19,26.58,77.29,48,3.47
158.57,17.01,52.95,88,2.95
199.75,23.39,44.61,34,3.36
158.04,23.4,41.44,24,3.07
126.39,27.13,74.29,35,2.85
162.0,16.14,45.01,35,2.76
132.74,25.56,95.25,78,3.08
186.92,28.25,74.07,79,3.63
138.51,18.44,72.87,44,2.93
118.29,26.64,64.94,34,2.96
161.9,26.56,10.0,40,2.75
169.21,24.8,60.37,57,2.99
135.54,26.48,62.09,91,3.18
70.83,26.63,65.93,40,2.32
155.08,35.38,95.1,32,3.51
207.19,29.9,55.43,43,3.61
187.88,28.56,41.27,89,3.45
146.06,27.76,60.5,0,3.16
174.9,23.64,47.97,12,2.28
159.64,27.93,61.24,56,3.28
111.43,19.93,56.75,54,2.64
163.4,22.0,42.96,41,3.23
164.5,29.13,64.89,77,3.12
89.8,22.3,40.33,86,1.83
207.74,40.0,42.52,96,2.62
174.18,25.8,40.32,96,2.97
92.86,30.8,63.99,49,2.44
180.3,27.8,65.48,80,3.63
126.0,29.98,76.22,21,4.29
111.51,28.09,50.48,19,2.4
109.84,19.45,56.95,84,2.65
183.77,20.48,54.55,6,3.01
165.33,23.36,51.15,88,2.85
113.25,25.1,30.09,62,2.74
125.16,25.14,55.06,59,2.8
126.23,31.79,43.27,18,2.44
155.35,27.92,51.1,86,2.61
172.32,28.63,30.93,18,2.46
150.98,24.94,73.68,73,3.81
139.32,38.35,60.75,20,2.46
127.63,28.32,60.45,93,2.91
120.7,28.42,77.59,38,2.72
166.1,28.28,71.13,64,3.73
121.35,28.81,34.54,13,1.74
118.25,33.4,38.98,17,2.42
198.15,30.88,58.85,35,3.14
138.14,40.0,66.25,31,2.69
165.54,29.03,44.87,73,2.72
142.28,22.58,82.08,84,3.5
158.87,18.23,37.09,25,2.63
101.46,32.11,67.09,18,2.71
199.23,36.36,66.92,64,3.21
144.26,27.27,68.28,34,3.06
99.43,27.69,35.21,38,2.2
99.26,31.75,61.78,48,2.35
148.7,26.15,57.5,58,2.56
148.16,33.52,77.25,46,3.26
182.94,24.87,78.29,44,3.58
126.64,30.71,64.68,59,3.0
118.25,26.3,55.83,86,3.36
153.51,25.16,62.08,52,3.56
82.84,34.69,46.09,60,2.46
86.9,32.52,70.93,48,2.74
118.34,27.87,52.77,88,2.56
143.49,24.65,54.94,53,2.94
67.99,26.94,36.89,47,2.29
110.08,27.43,53.11,30,2.68
133.4,38.29,59.06,58,2.61
178.33,32.74,61.62,14,2.69
139.59,30.56,61.14,97,2.79
154.16,27.24,87.46,48,3.38
222.05,34.34,56.46,27,3.51
208.73,20.11,72.19,48,3.69
142.27,30.95,69.73,37,2.84
224.02,24.03,66.95,5,3.78
204.45,28.4,49.27,58,3.56
116.19,30.25,51.91,65,3.01
207.38,35.26,82.36,82,3.65
125.78,26.58,52.68,23,2.77
162.87,19.76,39.48,7,3.23
197.89,18.13,81.59,59,3.31
137.96,21.77,28.65,12,1.96
139.75,27.11,57.4,91,2.64
214.47,22.35,71.18,93,3.81
140.46,34.05,51.95,17,2.85
177.7,31.34,38.89,22,2.63
102.09,29.45,64.4,71,2.24
119.51,16.01,52.28,17,2.73
124.93,28.69,41.16,76,2.41
152.59,36.12,92.49,98,3.01
190.27,20.98,58.8,55,3.14
101.4,36.21,39.64,55,2.16
74.92,29.46,42.36,11,2.32
105.28,38.79,68.16,11,2.61
197.5,25.91,37.92,54,3.4
153.31,29.16,45.28,73,3.22
179.51,33.65,58.13,85,3.14
162.21,25.8,41.46,77,3.02
191.19,16.75,49.03,49,2.96
133.66,30.97,49.08,1,4.15
132.86,31.9,38.54,55,2.86
176.95,24.69,51.48,14,2.7
105.87,24.98,40.84,65,2.35
94.41,22.09,52.65,49,2.8
87.97,19.33,71.02,73,2.64
124.6,21.83,40.19,88,2.84
174.82,24.53,59.25,94,3.31
102.75,33.44,62.37,95,2.72
182.77,38.08,46.82,81,3.01
162.2,34.99,58.81,71,1.65
160.24,23.4,69.46,94,2.98
160.13,31.52,36.04,24,3.03
210.02,18.02,62.12,83,3.11
160.62,23.74,56.22,52,3.29
147.49,30.01,42.65,95,2.75
198.64,16.84,72.74,85,3.79
186.81,32.45,61.09,52,3.58
103.78,19.95,32.04,67,2.5
193.73,23.64,57.54,22,3.32
163.3,29.19,56.94,50,2.95
110.26,25.86,47.51,76,2.96
212.27,22.6,44.24,80,3.52
192.37,26.63,55.54,63,3.75
130.64,27.01,49.36,1,4.11
154.28,18.22,62.67,3,4.32
220.47,28.1,44.52,22,3.6
179.65,27.5,75.05,4,3.2
151.34,29.15,53.29,35,2.95
114.03,29.07,67.96,42,2.9
89.31,29.99,40.67,56,2.32
178.5,26.22,59.57,59,3.03
174.4,29.96,24.55,50,2.79
186.78,32.55,34.77,8,2.96
207.56,35.08,45.89,95,3.13
156.96,32.96,33.07,85,2.71
146.69,33.17,99.39,11,3.67
209.97,18.3,33.25,77,2.74
186.8,25.84,68.17,15,3.7
174.6,26.02,44.92,51,2.71
151.3,32.07,47.48,84,2.66
134.91,27.6,49.32,57,2.83
169.03,25.93,64.87,78,3.08
94.18,31.81,25.19,21,3.63
168.2,31.13,77.96,94,3.38
198.75,19.37,57.47,56,3.21
216.28,34.84,51.95,48,3.69
182.39,29.34,76.69,36,3.68
70.23,25.17,46.54,40,2.37
147.83,26.23,41.45,49,3.19
158.67,25.14,12.89,54,2.74
140.31,24.93,61.47,34,2.84
115.32,30.85,44.21,30,2.5
124.64,20.64,71.48,32,2.81
104.06,27.12,43.13,15,2.55
108.86,25.81,75.25,4,2.49
151.2,30.59,68.87,4,2.7
50.0,32.38,15.92,52,1.91
164.65,33.43,58.77,69,3.32
199.42,25.23,62.19,9,3.19
153.43,30.07,52.65,49,2.67
130.44,26.18,71.46,46,3.08
163.15,21.46,39.1,75,3.33
111.9,25.13,54.79,41,2.85
56.03,26.52,66.42,97,2.46
171.72,23.61,54.48,47,3.1
179.51,28.74,52.9,83,3.12
146.55,34.86,32.33,98,2.4
133.0,28.97,57.36,64,2.43
137.89,33.25,67.63,14,2.33
159.66,25.26,41.68,48,3.11
97.92,30.73,77.23,50,2.64
126.56,28.6,55.19,36,2.61
157.38,30.38,52.66,80,3.22
89.12,15.75,57.55,80,2.88
129.16,18.66,37.98,11,2.48
205.65,27.03,51.61,18,2.81
121.82,31.53,56.21,62,3.04
179.6,32.29,74.52,77,3.09
175.41,23.51,48.27,0,3.47
205.25,18.81,53.64,50,3.74
153.82,24.2,58.52,2,3.46
66.98,32.09,67.24,95,2.14
167.2,24.86,52.65,48,3.5
212.76,19.96,66.04,72,2.91
140.13,24.29,49.79,34,2.96
202.59,30.75,61.93,1,4.81
228.33,26.8,68.35,51,4.21
156.25,32.52,43.61,32,2.97
172.46,28.05,72.89,46,3.89
136.49,25.94,68.9,65,3.44
101.86,28.13,51.04,19,2.27
157.8,32.51,44.64,68,2.9
105.41,32.12,67.49,42,2.42
113.87,31.6,53.12,20,2.42
231.58,25.33,40.5,94,3.36
125.92,34.45,31.09,64,2.33
213.73,23.88,41.95,40,3.36
172.04,23.33,49.13,52,3.26
151.16,25.18,62.86,1,4.36
55.87,29.64,53.45,21,4.1
114.66,31.82,45.16,96,2.68
159.75,26.41,67.45,33,3.5
167.1,26.8,67.85,23,3.4
162.58,20.08,66.77,62,3.02
87.12,29.9,45.02,77,2.34
126.95,33.01,43.35,42,2.67
163.5,31.27,76.93,57,3.25
203.78,23.06,63.92,62,3.74
201.04,24.96,60.68,84,3.82
150.35,29.61,41.92,97,3.02
117.15,23.78,43.34,70,2.31
104.44,16.96,62.28,25,2.33
148.77,28.52,48.92,63,2.82
188.98,26.62,57.69,17,3.36
130.26,23.97,61.03,17,3.51
137.92,30.85,84.08,19,2.89
169.35,20.3,65.6,97,3.37
187.16,34.75,53.14,33,3.29
211.98,25.71,46.54,70,3.08
105.87,24.02,63.47,14,2.07
179.98,22.56,69.95,83,3.43
202.24,35.2,60.59,21,4.85
143.34,14.63,75.04,40,3.25
168.87,27.44,46.81,12,2.46
209.77,26.05,47.04,71,2.25
165.0,27.16,62.24,26,2.85
50.0,28.61,46.71,74,1.81
171.48,24.79,53.18,30,3.31
149.32,27.75,12.53,17,2.95
168.15,36.54,70.45,65,3.11
88.57,27.61,27.6,93,2.1
149.95,29.53,67.2,75,2.92
121.21,30.25,62.13,96,2.95
65.51,27.77,57.67,37,2.72
151.84,33.89,81.2,65,3.22
181.25,19.11,54.03,96,3.6
146.51,20.71,49.57,99,2.95
168.24,36.77,36.15,5,2.53
188.56,34.15,45.98,34,2.78
173.4,33.02,61.19,27,2.89
179.74,25.38,70.81,40,3.46
128.07,26.8,54.42,4,2.72
195.21,28.04,40.6,85,3.07
149.25,15.4,70.62,13,2.2
143.82,37.17,58.11,60,2.68
208.28,31.5,73.95,99,3.43
136.61,31.7,59.87,43,3.15
202.21,17.81,50.2,15,3.26
192.29,23.9,32.67,18,2.57
109.28,21.65,54.25,49,3.06
167.89,22.45,60.64,86,3.09
155.38,29.57,54.78,18,2.82
155.2,22.37,64.77,57,3.05
133.46,32.14,74.65,84,2.73
136.98,28.87,91.16,80,3.56
153.9,37.09,70.37,20,2.39
127.09,26.81,51.68,41,2.86
167.15,34.06,59.31,6,3.17
83.26,24.32,53.14,29,2.08
145.86,32.05,42.37,16,2.88
204.5,28.07,48.89,97,3.4
155.72,19.62,42.26,58,2.92
99.95,30.35,72.01,90,2.92
159.57,28.77,64.25,82,3.12
139.23,32.66,40.78,76,2.64
163.29,23.99,62.28,76,3.04
172.88,23.05,63.85,5,3.31
75.05,22.13,65.38,67,2.39
157.91,19.46,88.25,70,2.64
162.27,26.58,47.04,82,2.94
160.41,19.83,70.41,80,3.79
117.63,33.2,31.8,44,2.8
102.54,29.0,60.64,80,2.86
129.62,24.42,54.14,39,2.36
103.14,35.93,44.11,8,2.09
145.8,27.61,54.0,7,2.72
145.89,34.06,59.09,2,3.12
181.5,18.12,50.6,3,4.77
146.87,21.94,53.04,42,2.71
117.42,28.47,49.38,80,2.59
228.29,26.45,58.28,19,2.91
175.44,28.99,78.71,76,3.58
80.51,27.19,71.3,44,2.48
143.12,30.46,53.36,46,3.1
139.66,29.21,71.49,53,3.34
106.78,26.81,48.65,31,2.44
190.83,26.92,60.47,66,3.06
141.55,30.25,51.16,91,3.0
84.73,30.68,59.35,97,2.27
89.27,32.16,60.07,88,2.77
145.69,24.31,60.72,27,3.04
185.91,20.99,54.76,67,3.5
151.29,24.07,44.06,86,3.18
110.23,29.17,76.29,43,2.69
125.04,14.41,71.08,52,2.59
189.97,19.35,54.26,80,3.9
166.08,27.08,49.24,21,4.24
181.64,20.87,63.36,81,3.75
143.3,17.53,69.39,74,3.35
102.98,17.87,48.99,62,2.63
147.94,26.15,54.0,95,2.73
175.79,24.25,64.71,25,3.22
151.9,29.92,64.1,35,3.09
156.37,25.9,67.28,42,3.23
109.75,34.94,41.7,99,2.24
192.39,23.85,50.88,26,3.35
193.84,28.65,55.31,18,2.81
87.38,19.33,32.33,49,2.32
84.83,31.46,42.07,45,2.12
161.8,22.88,50.69,94,3.04
122.76,28.21,42.44,0,2.86
102.22,32.15,35.32,18,2.32
165.87,26.51,38.5,14,2.94
145.59,29.64,43.41,81,3.15
78.8,31.46,55.74,74,2.5
110.36,28.4,46.99,27,2.77
186.32,25.43,37.02,61,3.1
109.98,23.01,37.88,55,2.09
204.89,21.95,89.49,3,5.38
182.63,23.38,28.89,59,3.0
132.3,20.32,67.77,37,2.9
112.69,27.47,37.41,73,2.42
153.49,27.06,49.8,67,2.94
145.62,34.76,60.2,32,3.05
195.64,25.93,49.76,17,3.3
166.3,29.44,43.81,97,2.8
154.41,24.51,42.47,95,2.88
141.3,28.07,40.8,57,3.15
54.78,23.94,55.89,72,1.64
156.23,38.9,70.33,21,4.6
247.32,30.1,60.08,23,3.98
170.92,37.09,40.55,7,2.67
146.37,19.67,33.3,61,2.87
185.58,27.12,28.44,97,2.78
156.44,18.68,66.78,93,2.93
118.16,28.25,51.77,69,2.32
94.41,25.9,40.52,88,2.56
137.98,28.77,70.1,82,3.18
100.56,34.67,40.33,42,2.23
186.97,24.94,73.68,1,5.17
131.68,26.01,49.36,91,3.0
184.96,17.25,56.24,48,3.46
125.89,22.98,62.99,74,2.71
59.66,30.16,44.96,47,2.19
178.45,29.36,38.24,0,3.24
142.55,25.48,54.39,21,4.39
178.88,30.97,68.67,77,3.39
166.28,29.05,51.99,66,2.61
175.59,31.7,53.66,77,3.24
180.11,32.61,33.66,8,3.03
156.21,23.9,73.04,83,3.21
106.62,28.23,60.11,26,2.58
85.97,26.9,78.22,20,2.58
183.24,28.69,52.99,36,3.3
106.06,26.79,56.97,53,2.47
118.52,28.03,42.52,9,2.36
102.99,18.67,43.13,76,2.38
147.15,21.98,70.39,71,2.54
83.15,28.0,48.45,11,2.55
121.39,36.11,38.21,89,2.28
162.84,36.7,65.4,87,3.1
120.09,30.27,67.73,16,2.74
214.81,28.72,63.36,84,3.18
112.52,29.17,53.41,9,2.83
128.32,26.86,59.86,71,2.77
155.98,34.63,86.25,7,3.61
192.5,33.76,27.33,9,3.49
115.61,34.15,56.81,42,2.84
88.56,28.88,66.83,6,2.81
154.04,36.34,47.86,98,2.68
144.04,16.29,42.32,46,2.26
147.33,27.27,77.15,58,3.2
157.71,25.1,67.1,56,3.34
140.02,23.69,35.09,23,2.87
133.86,27.62,50.65,60,3.17
168.72,22.39,39.63,44,2.86
122.98,24.45,70.35,66,2.47
129.22,31.15,47.96,59,2.83
89.76,34.9,35.89,59,2.17
194.9,34.41,79.42,6,3.11
122.21,21.37,44.77,41,2.33
151.51,24.93,35.87,91,3.02
120.09,30.55,70.49,81,3.46
178.28,28.47,81.66,44,3.66
167.72,33.11,51.96,24,3.31
140.46,21.45,77.55,37,3.15
164.32,28.89,95.48,89,3.68
171.01,28.35,42.11,96,2.91
220.07,19.04,66.88,63,3.6
208.79,25.0,75.31,6,3.63
79.61,26.53,62.98,8,2.49
147.06,28.03,69.39,92,3.7
133.17,24.85,37.18,98,2.28
131.6,36.53,91.28,73,2.93
97.76,29.4,63.57,86,2.48
181.51,38.3,79.83,55,2.84
134.56,29.27,48.02,68,3.02
76.47,28.94,32.61,60,2.06
192.55,21.15,68.23,43,3.63
130.93,35.52,30.94,89,2.36
151.29,33.52,53.35,32,3.08
244.3,33.53,41.89,83,3.24
80.6,26.17,65.89,3,4.5
197.32,28.64,28.13,36,3.61
145.59,28.59,59.14,26,2.69
141.07,27.17,58.59,6,3.19
102.34,17.41,71.66,35,2.45
125.75,25.95,58.85,9,2.5
187.97,23.49,64.69,56,3.55
218.27,30.53,83.32,3,5.63
143.89,21.19,43.95,95,2.65
153.37,29.0,57.1,83,2.99
160.8,36.6,38.63,75,3.02
124.52,36.64,53.54,39,2.94
173.83,31.74,63.21,24,3.29
174.69,26.91,39.21,16,2.91
150.07,28.82,71.19,16,3.21
179.38,22.35,49.57,86,3.12
250.2,25.12,72.8,61,4.02
67.77,23.54,86.5,19,2.14
162.42,27.58,57.28,27,3.54
181.51,27.8,47.01,75,3.52
167.51,35.4,58.5,41,3.16
133.49,35.17,74.45,61,2.87
125.58,27.33,65.44,8,2.73
169.65,35.51,53.71,83,3.24
177.12,15.69,72.43,29,3.33
175.4,29.25,59.84,83,3.45
164.68,35.5,46.11,59,2.91
165.57,25.8,50.11,25,2.89
134.98,32.36,88.59,8,3.57
160.12,24.5,52.21,1,4.16
123.94,29.9,58.72,83,2.99
208.95,31.35,61.68,65,3.02
176.49,29.76,53.25,22,3.56
180.18,20.15,44.92,97,3.29
99.29,35.3,58.27,25,2.28
185.36,35.32,71.23,47,3.2
81.39,20.96,39.53,42,2.4
148.74,24.16,56.86,10,3.12
201.21,33.11,80.73,15,3.29
168.79,23.07,54.11,3,4.66
134.81,29.43,56.3,1,3.98
160.2,22.88,63.01,69,2.91
125.69,40.0,49.6,63,2.38
61.75,25.5,52.72,84,2.02
158.69,28.89,59.46,1,4.74
112.25,15.23,51.09,46,2.64
180.08,24.82,44.6,68,3.02
180.57,27.25,68.21,89,2.68
167.41,35.89,39.63,22,2.69
161.75,25.59,64.68,57,3.2
168.38,23.62,41.47,47,2.95
212.8,27.59,66.18,12,3.1
152.39,26.15,11.48,32,2.36
166.24,17.45,62.38,78,3.15
159.72,23.17,56.08,64,3.16
93.43,30.42,69.99,55,2.48
130.61,20.6,52.43,4,2.98
186.21,25.69,60.71,45,3.24
162.91,17.47,73.57,40,3.4
149.98,27.33,28.65,63,2.69
168.99,30.24,67.14,47,3.11
174.96,25.7,63.32,49,3.42
112.96,38.36,54.64,30,2.27
103.56,29.06,54.4,53,3.1
131.16,23.12,68.88,6,3.22
200.24,27.08,19.22,49,3.0
163.67,31.59,48.47,58,3.19
147.2,38.77,59.19,32,2.74
156.75,25.64,51.5,56,3.22
161.03,26.99,51.04,6,3.24
199.45,18.49,72.39,10,3.78
120.19,34.15,40.1,28,2.6
131.87,19.41,58.41,22,2.64
216.55,29.03,75.08,86,3.78
78.01,22.43,53.32,76,2.32
182.41,29.85,67.0,12,3.07
172.4,18.55,63.25,77,3.43
179.32,22.6,37.23,36,3.29
154.13,15.92,25.87,93,3.39
183.93,28.72,35.37,74,3.22
114.34,33.57,67.63,15,2.46
198.79,21.68,67.81,37,3.84
112.29,23.43,51.42,98,2.39
224.53,25.24,46.48,77,3.44
133.05,24.56,34.89,23,2.68
209.74,14.92,48.28,67,3.44
200.99,25.41,61.52,21,5.29
144.61,26.45,41.2,86,3.03
119.12,24.61,62.29,58,2.94
163.58,33.08,59.95,67,3.18
144.31,26.35,48.91,32,3.16
122.46,22.17,61.18,38,2.95
207.36,25.51,72.62,40,3.81
133.8,33.52,78.33,32,2.94
108.89,26.8,42.85,78,2.13
193.09,26.94,41.57,10,3.28
131.73,26.17,33.27,44,2.97
114.78,28.95,35.54,99,2.5
215.51,19.89,73.54,19,3.89
186.2,23.4,70.98,58,3.64
143.36,26.83,68.42,90,3.46
179.16,26.08,57.94,72,2.7
125.76,23.37,64.02,53,3.33
159.98,27.08,61.8,74,3.48
127.02,28.95,46.68,73,2.64
197.96,30.71,57.35,94,3.49
159.47,40.0,65.31,38,2.91
157.95,29.81,62.93,50,2.81
172.51,21.03,85.15,50,3.73
145.25,24.63,36.06,74,2.53
169.79,29.32,68.35,53,3.48
115.7,26.09,53.4,56,2.99
108.16,28.42,53.97,65,2.45
165.6,30.08,36.22,6,2.8
117.57,20.12,35.19,88,2.89
161.51,28.14,32.2,77,2.79
82.84,27.86,62.05,59,2.41
64.95,26.84,29.69,67,2.44
140.21,23.56,44.87,74,2.72
205.62,18.42,57.42,15,3.5
183.75,31.02,59.8,81,3.19
115.49,18.81,65.37,16,3.06
228.63,35.69,48.18,49,3.35
171.23,29.69,36.63,81,3.07
140.87,38.39,88.32,63,3.07
78.71,35.8,30.26,39,1.85
106.47,30.98,52.34,6,2.47
183.87,31.21,81.31,50,3.51
50.0,29.19,61.07,62,2.42
96.89,26.74,29.17,42,2.63
167.92,26.44,62.45,55,3.04
