soil_moisture,temperature,water
84.5,41.45,16.95
19.12,34.29,35.44
84.5,10.68,3.78
62.06,39.9,19.33
65.2,34.75,16.98
37.85,33.01,28.86
18.13,23.95,29.76
28.51,41.02,33.99
22.0,32.35,33.21
48.64,28.66,22.45
48.38,14.16,16.18
26.66,34.75,34.4
35.08,40.79,32.13
43.34,30.92,26.57
66.44,40.18,20.5
18.74,25.09,30.3
80.53,12.63,8.15
80.97,44.16,19.19
13.47,30.98,35.61
43.2,39.87,25.92
48.15,25.56,21.21
86.72,14.27,5.37
10.12,27.53,40.0
16.88,31.85,31.52
14.19,39.98,40.0
20.25,16.44,26.49
89.21,28.85,9.91
55.44,32.97,21.84
37.19,35.5,29.19
87.67,41.19,13.31
72.86,37.65,16.47
45.89,36.06,32.43
34.47,26.78,26.18
54.68,22.12,15.3
51.03,41.79,27.31
49.99,22.9,17.62
24.22,42.27,36.12
36.27,37.44,27.41
49.61,39.08,30.53
33.9,15.69,21.14
48.22,30.22,24.13
28.95,42.87,35.69
24.94,12.84,25.62
88.1,27.54,6.29
55.59,13.9,14.52
12.98,13.93,33.04
42.86,13.22,21.12
19.68,11.28,24.24
35.72,16.78,19.63
27.24,36.59,30.38
11.62,41.64,40.0
32.75,34.51,30.27
40.57,29.45,24.76
73.11,28.73,13.19
43.84,24.2,18.44
66.26,21.19,10.97
78.32,27.38,10.35
89.72,39.02,14.53
10.57,28.22,32.94
73.76,13.86,8.42
14.91,26.75,31.23
76.84,19.04,6.16
64.32,23.26,12.1
77.66,24.57,9.88
71.85,17.95,8.11
64.54,26.99,16.55
65.54,27.76,16.56
62.14,32.74,16.74
31.76,43.8,35.12
82.03,44.73,15.79
57.62,28.6,17.73
40.62,38.52,31.93
52.58,13.55,17.11
12.54,44.81,40.0
14.42,38.77,37.94
64.76,36.54,18.2
45.87,26.1,26.18
59.86,25.13,16.85
43.61,27.35,22.69
41.42,17.34,19.03
40.6,12.61,20.77
10.55,44.05,38.63
60.32,27.33,14.39
74.21,31.49,11.09
47.21,39.9,26.34
48.21,11.98,18.91
26.62,19.05,27.14
75.72,43.86,19.38
78.91,41.12,18.43
33.07,26.04,28.54
19.76,29.49,33.15
58.02,18.81,12.5
31.84,36.86,34.25
89.47,14.54,8.24
43.2,43.29,28.12
32.35,40.21,30.42
47.75,35.96,26.64
28.56,13.3,26.01
55.23,13.92,15.56
79.05,35.9,16.05
67.19,43.77,20.12
18.86,36.9,35.39
20.14,19.3,27.53
36.2,17.77,22.16
43.12,29.85,25.96
27.36,44.61,35.71
78.8,14.81,3.88
36.59,22.6,24.83
68.06,15.42,13.37
68.08,19.74,13.37
88.07,38.51,12.44
67.9,18.44,8.66
53.07,20.54,11.69
66.38,32.89,17.93
47.8,15.35,18.22
44.88,33.31,26.92
42.16,16.33,21.81
82.31,10.98,10.59
84.69,33.32,11.28
82.23,15.08,5.4
45.1,44.68,30.77
61.89,25.71,18.04
83.2,36.51,14.62
30.6,11.09,21.89
20.47,13.59,25.09
18.67,22.85,28.75
35.19,44.59,33.21
26.92,13.24,29.98
39.64,19.44,20.9
53.56,22.25,18.39
43.35,19.32,20.68
82.26,12.22,5.32
81.7,25.36,10.4
51.61,33.6,22.56
26.46,44.63,33.67
13.27,29.52,34.63
64.43,41.67,23.26
27.96,42.93,37.8
56.6,26.96,16.34
63.53,23.5,12.83
83.13,35.52,15.55
18.73,28.41,31.5
46.42,11.45,19.09
25.54,20.58,28.71
19.54,20.82,25.88
86.25,31.5,9.4
51.23,11.19,17.81
30.85,21.92,24.62
41.31,16.19,21.34
86.51,44.22,10.29
60.84,42.33,23.94
61.61,38.05,18.27
10.36,12.9,34.99
12.44,20.87,33.32
86.61,28.47,8.27
72.96,30.32,13.73
59.99,29.19,17.6
83.44,24.0,6.38
62.8,28.44,18.06
50.53,29.17,19.85
81.66,23.44,6.04
84.85,36.47,11.17
87.43,30.4,11.39
69.32,31.4,14.98
89.91,41.13,13.21
85.08,38.97,12.19
61.06,28.21,15.4
88.57,41.83,12.84
49.59,17.11,17.81
50.86,15.17,19.42
35.42,16.26,24.09
10.6,14.33,34.32
15.51,21.5,34.53
76.9,39.21,13.55
27.0,17.53,25.94
59.15,12.28,12.97
77.83,15.56,8.19
52.09,25.81,17.62
31.03,23.22,26.57
40.37,36.85,26.58
47.0,17.31,17.55
53.79,14.29,13.71
53.99,41.76,26.27
49.12,44.67,28.99
20.58,20.01,26.02
57.77,18.22,16.36
79.07,40.56,16.95
20.34,15.92,26.42
85.43,30.92,11.68
77.37,23.27,9.61
50.05,21.84,18.82
56.34,35.99,24.73
51.6,44.58,26.3
15.9,39.36,38.55
36.44,37.17,29.21
48.34,15.49,15.21
13.07,14.39,30.71
50.99,35.93,21.95
67.0,19.81,12.99
77.14,11.11,6.8
49.2,39.09,26.91
63.02,14.32,14.51
40.29,26.3,21.95
55.16,23.74,16.71
69.74,36.83,21.52
39.18,40.42,26.64
14.38,40.95,38.1
18.93,39.06,40.0
50.44,26.67,22.71
45.44,21.67,19.49
36.6,40.25,30.54
29.9,19.4,24.8
72.71,12.33,10.84
29.41,18.27,24.14
40.14,21.24,21.51
42.93,37.2,26.24
10.56,33.91,38.34
78.86,18.81,6.5
84.03,32.72,14.0
62.63,27.3,15.51
27.84,29.92,29.28
50.81,43.11,25.96
66.25,42.23,21.73
17.74,11.51,29.1
43.95,14.02,21.28
31.08,17.92,19.65
34.76,15.02,23.14
48.13,28.36,22.2
88.35,33.97,12.4
38.73,23.64,21.17
89.94,14.61,4.51
13.94,20.44,31.48
57.5,14.57,14.47
58.38,14.85,16.74
54.23,17.04,16.27
49.05,35.33,24.47
36.69,17.77,19.96
51.58,33.31,22.36
64.55,23.82,16.92
67.23,36.38,19.12
38.0,15.15,23.23
74.58,43.56,20.84
64.0,13.23,11.49
65.65,36.19,20.67
85.98,19.84,4.62
68.29,42.0,21.95
24.89,37.22,32.98
45.84,43.61,27.02
43.72,13.66,18.88
88.42,32.84,8.92
45.95,26.64,19.62
71.13,35.11,14.16
89.38,36.14,9.48
80.24,22.54,9.25
55.02,28.68,18.55
40.98,25.34,20.77
18.46,20.52,26.12
31.74,44.86,36.97
89.96,19.57,7.36
38.33,26.19,21.77
20.27,43.79,38.85
63.41,43.8,22.98
65.15,31.55,17.59
32.69,36.75,31.72
60.3,16.71,12.25
21.79,36.74,31.66
30.22,10.95,21.67
67.88,24.05,12.8
48.56,31.64,24.94
85.37,43.51,17.76
72.63,30.85,11.63
24.68,34.28,34.68
42.9,41.83,28.27
76.16,30.12,14.62
67.36,41.74,20.74
71.7,22.72,10.15
25.38,16.53,25.71
77.86,12.85,7.39
22.24,33.33,31.03
29.56,33.13,30.11
88.18,41.08,10.65
63.62,26.3,14.42
15.36,25.4,33.47
73.67,37.62,15.67
19.16,18.82,27.66
72.84,36.2,19.64
50.05,35.71,22.46
21.79,11.5,27.14
83.61,41.2,15.45
76.15,31.99,14.75
56.24,19.72,14.51
70.67,31.88,14.04
45.66,23.89,17.52
38.0,18.9,20.76
65.83,17.05,13.13
34.08,44.87,28.21
19.97,41.36,35.49
84.88,24.61,5.48
78.91,17.54,5.2
59.15,32.01,17.28
17.04,14.58,32.32
41.38,11.11,19.01
89.0,17.87,3.79
66.63,18.59,14.79
38.61,25.13,20.0
45.39,28.79,24.32
57.6,26.15,21.39
46.44,33.85,23.1
77.3,36.58,15.14
62.33,40.57,26.73
30.85,23.05,27.19
21.73,30.3,34.56
63.23,21.69,15.65
46.24,40.5,28.84
54.64,20.5,11.45
66.76,18.74,9.65
13.88,30.66,34.71
25.99,28.51,29.92
33.93,29.03,25.81
46.29,35.31,25.48
46.61,14.86,20.07
39.84,41.26,29.79
84.06,44.04,16.78
79.13,37.33,15.64
13.06,44.13,39.05
11.75,37.29,39.56
31.15,36.15,30.67
79.42,11.86,5.89
17.41,12.11,29.81
62.14,19.42,12.28
86.53,33.13,12.82
40.92,19.6,20.46
56.11,23.73,16.56
72.81,21.23,13.27
16.12,26.32,28.54
54.81,32.89,23.51
16.15,32.66,33.65
53.58,14.73,14.95
30.4,43.15,36.41
25.53,24.07,29.71
47.02,27.08,20.06
47.61,15.25,23.73
73.3,19.91,9.31
22.66,40.06,34.59
20.28,13.6,28.07
81.18,13.68,10.71
58.92,12.98,14.91
59.94,39.77,21.06
71.53,36.61,15.76
59.17,18.1,15.19
77.9,40.18,16.88
22.24,16.01,26.29
54.53,38.59,26.61
73.8,29.7,12.56
73.25,28.43,9.81
79.99,35.97,13.35
42.48,12.64,21.4
41.12,43.99,32.9
48.73,15.1,18.46
21.96,20.07,27.0
40.8,14.57,20.59
53.45,15.57,17.52
26.93,30.55,31.7
32.86,34.75,31.26
48.96,24.07,19.43
73.33,16.17,10.52
29.25,40.59,35.56
65.34,38.67,20.29
45.06,15.48,25.32
55.22,10.13,14.42
70.15,19.64,9.37
82.14,33.56,12.52
57.29,41.11,25.52
67.03,37.08,17.47
48.59,37.65,24.06
73.84,33.68,14.87
62.32,21.26,12.18
51.97,38.91,29.58
29.32,26.36,26.87
60.2,40.44,20.33
17.11,40.46,37.63
46.37,16.74,19.22
58.95,24.63,18.36
18.11,39.24,39.39
72.17,16.63,10.56
81.67,17.06,6.38
81.7,44.31,17.48
55.45,43.09,26.07
32.47,36.17,35.75
34.28,42.51,32.95
23.76,22.39,27.51
29.63,28.74,29.28
30.81,19.29,24.77
59.04,30.53,20.26
19.9,13.74,27.78
89.56,12.68,1.36
38.01,32.05,24.98
23.25,24.5,29.33
73.41,43.92,21.23
56.61,14.91,16.82
11.65,42.46,40.0
48.19,28.12,22.54
76.86,29.38,15.8
71.68,39.25,19.63
59.09,23.83,16.46
60.99,31.51,16.61
37.31,33.9,30.31
53.33,33.58,20.12
52.13,43.48,29.36
17.41,10.07,29.67
26.83,30.67,31.92
52.35,43.19,26.33
21.16,14.32,25.87
46.13,39.25,28.52
10.6,38.27,38.82
79.95,36.74,13.5
73.71,13.24,9.91
70.35,12.52,12.03
82.2,30.46,9.66
67.37,16.07,7.15
36.25,32.98,27.7
46.82,21.19,17.62
56.52,14.33,19.44
63.48,18.07,10.85
60.54,11.42,12.71
78.99,43.26,19.88
85.08,40.41,16.84
63.88,10.73,11.88
64.51,24.7,15.72
51.54,27.14,20.96
89.78,21.83,4.53
88.24,43.32,9.94
44.47,19.19,22.92
61.25,11.16,17.59
44.89,37.66,22.76
20.53,24.26,32.57
64.06,15.18,14.49
81.46,28.89,7.61
41.93,20.96,19.6
57.34,24.72,15.29
48.74,11.36,19.62
26.81,24.0,29.09
85.84,31.29,10.03
61.08,38.48,18.32
67.87,15.6,14.12
18.83,12.67,30.15
79.86,36.16,14.31
16.18,25.81,32.56
25.98,25.11,27.49
77.86,20.56,8.32
62.47,17.52,11.4
14.09,30.53,35.58
75.84,16.3,10.54
12.39,38.38,38.15
64.03,24.27,14.46
21.67,10.15,25.33
16.87,29.82,33.57
73.39,12.62,9.11
82.58,10.81,4.4
69.0,21.0,8.87
74.02,36.57,20.86
21.53,10.26,27.39
45.87,43.35,27.6
55.39,39.85,24.19
32.05,30.5,29.28
24.03,31.6,29.64
46.42,19.41,19.68
76.78,42.69,20.64
11.13,35.2,38.88
19.26,16.34,28.77
89.54,23.53,5.81
57.38,20.16,12.8
16.32,19.14,29.22
60.79,15.25,14.14
56.59,34.52,23.25
27.05,19.92,26.63
65.07,37.93,22.17
45.85,19.76,17.55
25.76,29.63,27.23
40.08,43.0,27.75
22.49,20.43,28.34
80.0,15.51,10.53
74.96,30.01,10.76
30.79,37.13,30.5
44.49,44.96,29.52
65.48,15.45,10.02
60.26,27.5,17.76
10.22,31.66,34.86
31.72,44.69,37.5
75.52,38.46,17.42
40.26,43.1,28.4
87.4,21.36,6.04
41.28,10.87,16.73
10.45,21.18,32.28
69.98,40.99,22.28
64.37,33.89,16.66
57.22,38.04,22.51
42.84,24.27,23.42
31.96,11.12,23.72
29.46,44.5,35.46
76.14,29.35,14.03
38.94,12.21,18.02
73.66,43.06,20.86
75.02,13.03,8.4
10.98,42.99,40.0
17.15,28.86,31.55
80.28,10.81,5.6
34.17,23.41,26.48
83.07,16.7,4.7
45.15,44.44,32.95
62.45,43.03,24.93
13.35,14.81,27.31
17.84,28.8,34.02
57.57,44.56,26.02
15.59,19.99,30.86
14.72,11.06,27.9
41.21,10.4,21.6
29.18,23.52,24.78
75.7,18.18,7.55
42.28,13.08,21.13
89.74,30.8,9.51
79.43,14.12,6.55
57.48,28.8,17.2
51.3,18.86,15.9
60.87,21.93,13.81
47.99,38.48,25.18
36.52,28.01,28.33
32.78,17.45,21.36
44.75,22.25,19.96
79.45,42.31,19.41
88.99,32.4,5.36
40.44,31.3,26.81
59.0,26.8,13.9
86.94,16.69,3.05
25.94,38.71,34.69
10.49,31.27,33.2
16.17,37.86,39.16
11.85,17.39,34.4
32.6,16.36,23.8
73.08,21.19,12.65
59.81,13.96,13.94
86.58,35.38,14.21
70.88,40.96,20.28
64.94,36.35,19.54
15.01,34.52,36.87
77.77,43.68,19.26
18.67,31.52,37.05
87.37,19.43,6.79
63.44,14.6,11.35
70.37,43.47,20.68
31.92,19.04,26.7
58.13,43.12,27.61
25.98,11.28,26.79
24.13,28.52,28.09
15.15,38.99,38.24
19.68,32.74,35.25
71.87,38.25,18.3
76.59,29.23,13.3
60.52,18.1,15.95
21.3,20.25,25.43
86.27,10.85,5.0
39.77,43.75,31.14
55.24,33.73,23.52
86.39,18.54,3.57
41.49,14.42,20.15
58.86,43.11,26.33
75.61,26.49,12.53
84.91,31.11,8.42
82.55,21.16,9.78
24.08,40.63,32.06
86.89,37.06,9.9
32.25,16.71,22.75
39.84,11.15,19.46
44.86,20.44,21.4
46.47,30.49,25.77
70.3,13.42,11.48
29.0,33.12,29.64
33.33,37.14,33.22
41.78,11.98,19.85
70.65,40.81,17.84
49.0,32.36,21.71
51.34,37.83,24.84
79.0,21.64,8.48
16.89,17.31,31.75
19.46,40.91,38.75
83.8,27.95,11.43
74.75,37.14,13.03
82.46,35.29,10.11
73.66,40.73,16.5
51.58,15.5,16.16
29.29,33.58,34.03
68.39,29.8,15.27
32.61,14.57,24.82
14.75,30.01,33.0
48.18,38.38,25.81
68.65,32.66,18.64
84.73,33.5,11.04
42.58,41.38,29.82
53.53,11.74,16.29
13.89,28.81,32.48
64.62,35.6,19.6
68.23,12.44,10.43
87.39,33.67,10.8
75.05,37.24,16.27
65.66,24.03,13.56
80.79,26.66,7.65
43.42,15.81,19.55
62.11,15.87,16.23
59.82,10.58,14.23
63.7,26.86,15.88
69.9,15.31,11.39
48.89,10.63,17.45
64.09,26.84,17.51
11.41,34.81,37.01
23.75,32.47,32.62
66.63,38.27,22.43
68.49,41.09,19.58
63.37,31.45,17.1
48.04,16.7,19.9
31.94,14.3,22.9
55.13,37.74,23.77
62.24,28.13,15.46
69.04,25.06,13.93
78.9,42.62,17.1
79.35,33.62,14.72
61.03,41.06,23.61
10.1,22.85,34.34
81.84,15.91,8.77
70.49,40.62,19.82
55.51,42.46,24.48
82.47,13.92,4.15
40.28,20.92,21.9
80.36,23.38,8.74
66.49,18.73,12.33
33.2,33.95,30.58
29.66,24.93,27.9
28.02,12.83,22.6
78.83,22.76,4.52
46.13,20.48,19.38
36.92,17.51,22.32
46.68,36.71,24.57
33.4,11.67,20.75
44.67,18.74,23.33
49.8,41.87,29.95
73.35,28.33,13.69
80.69,16.43,4.25
58.58,27.26,20.57
71.2,10.73,5.7
74.06,25.72,7.34
34.61,19.63,24.47
18.0,41.79,37.67
51.0,39.7,28.79
69.5,23.12,10.9
40.24,19.83,18.9
27.18,15.83,21.88
65.52,32.65,15.09
60.03,19.25,13.9
77.43,16.16,8.17
81.6,28.46,12.48
36.75,22.67,21.74
34.02,11.37,24.04
59.44,29.61,16.76
53.0,39.71,25.72
37.83,42.53,34.96
19.91,29.57,30.4
34.52,39.54,34.13
54.74,15.48,15.57
55.35,32.79,22.42
78.64,10.95,6.1
78.7,26.3,9.09
47.8,38.03,28.42
17.93,29.12,33.37
38.12,13.64,21.29
47.69,11.55,20.24
47.66,39.23,26.07
52.29,20.26,16.59
37.76,21.18,24.64
30.61,31.42,28.0
53.61,33.07,21.84
47.03,18.12,17.88
53.34,26.72,22.09
11.71,14.86,29.82
51.03,37.92,22.5
61.91,41.43,21.0
35.71,30.34,31.09
52.43,30.26,21.09
17.14,18.14,26.68
49.19,22.86,19.02
39.82,41.81,29.82
52.53,28.65,20.15
38.77,42.3,34.03
48.55,42.39,27.48
31.45,12.26,25.83
54.58,15.69,12.37
17.87,34.24,32.54
51.87,41.48,26.47
53.19,20.46,12.66
35.3,16.4,23.31
44.16,38.75,26.77
13.09,35.71,36.16
46.07,43.62,29.57
34.88,10.66,19.83
66.94,36.61,18.89
55.0,26.4,18.57
55.35,33.67,19.63
52.35,23.46,20.53
63.03,44.67,25.88
32.63,31.94,30.31
80.8,20.52,8.24
24.21,29.54,32.2
18.04,11.16,26.08
35.79,22.38,25.92
64.44,30.81,15.32
76.69,21.4,10.74
10.74,35.44,38.33
57.56,13.9,18.42
37.95,32.74,25.36
21.05,25.11,31.87
40.55,24.88,21.78
84.28,18.81,3.87
46.76,28.57,21.15
12.04,15.01,30.42
76.95,34.79,14.58
87.21,15.46,7.92
29.46,39.19,31.72
82.42,11.68,5.46
80.96,17.99,4.66
17.12,42.72,38.02
64.51,22.11,9.75
18.45,22.37,29.25
72.43,15.61,9.35
36.25,36.51,30.56
33.27,33.81,28.01
66.81,15.32,11.73
53.97,22.66,18.39
43.34,30.44,25.88
47.08,31.07,25.2
39.27,36.71,31.8
77.08,35.94,10.78
62.53,27.71,17.43
60.55,33.48,20.49
65.22,27.85,17.54
68.35,23.49,15.91
75.74,17.54,8.58
48.47,23.53,23.21
32.03,30.56,24.94
13.23,18.93,32.59
80.21,23.47,10.32
40.29,33.73,28.65
46.26,37.29,28.3
44.88,10.09,16.89
26.4,36.04,31.56
14.69,37.13,38.94
55.43,18.24,11.88
27.21,42.42,36.78
35.62,37.97,28.25
61.76,13.26,10.18
12.13,36.38,37.26
39.23,20.51,24.42
56.3,44.92,26.78
60.49,21.8,16.16
71.19,24.79,10.83
69.09,12.27,11.27
33.86,17.06,22.47
44.51,16.66,17.39
79.82,43.74,21.47
82.41,25.44,9.31
53.14,31.28,24.61
75.36,37.14,19.27
87.64,24.74,8.62
67.44,24.44,13.88
59.39,25.77,16.23
61.78,34.53,22.48
84.2,25.1,7.54
26.64,36.13,33.28
80.1,37.96,12.05
40.51,30.62,25.23
76.6,15.27,3.41
75.78,29.78,10.47
80.92,18.96,5.57
67.42,11.58,11.07
48.56,17.0,15.34
35.11,15.31,24.01
85.62,36.71,14.95
32.88,11.66,25.38
13.98,37.22,34.49
11.87,29.65,31.29
20.54,28.35,29.32
12.56,29.55,35.43
68.93,42.92,20.49
71.5,42.77,21.29
88.28,22.31,4.17
62.04,40.37,22.03
68.05,34.29,17.51
36.29,41.07,31.78
23.04,14.59,28.08
60.28,11.53,11.58
21.89,35.37,35.61
31.93,27.3,28.55
36.63,36.16,30.15
86.63,40.22,12.63
55.15,41.07,25.91
65.22,29.96,15.32
26.85,44.33,36.12
44.01,37.48,22.59
89.23,39.86,12.2
84.78,37.9,15.49
66.02,34.0,15.98
15.32,38.28,37.33
22.61,18.89,23.11
83.23,23.95,7.93
82.34,17.29,3.47
37.83,28.86,25.94
80.71,29.29,10.34
70.81,25.21,12.13
34.28,17.33,22.24
56.69,36.68,26.94
75.75,19.33,8.53
11.34,10.12,29.48
45.07,22.63,24.68
45.12,33.96,27.85
85.0,22.24,3.51
77.75,23.67,11.46
23.94,41.02,32.95
67.21,39.41,20.35
34.03,22.63,22.18
78.23,24.01,9.87
76.9,26.99,6.84
58.82,43.08,26.58
31.07,14.64,24.44
46.83,14.44,19.04
52.64,38.97,22.06
84.59,38.18,11.93
71.75,28.9,14.61
28.93,31.14,29.18
77.9,14.88,5.21
39.4,43.82,31.48
31.08,35.88,32.83
38.17,19.36,23.05
72.04,26.15,12.22
55.6,15.24,13.66
24.15,15.29,27.52
59.42,13.46,14.2
63.8,18.34,13.25
69.78,19.17,9.48
50.08,20.56,14.35
20.64,33.2,34.98
41.63,42.8,27.06
18.69,27.62,32.98
32.16,20.28,23.43
21.73,20.39,25.05
63.86,22.68,12.98
14.56,24.86,32.33
63.74,21.41,11.63
55.43,14.87,14.87
66.8,26.87,13.88
28.28,22.39,26.4
31.72,39.02,32.37
52.29,15.88,15.02
11.33,41.75,40.0
17.99,19.68,22.9
26.33,44.89,36.25
27.12,26.3,25.98
89.64,23.66,3.02
63.31,31.66,18.48
39.99,44.33,33.85
88.38,42.7,15.11
46.37,18.3,20.01
63.17,29.4,16.89
86.84,39.84,8.62
41.45,17.07,21.53
19.61,14.28,26.33
71.4,41.13,20.12
79.98,22.76,6.94
29.46,38.41,30.34
58.23,23.69,12.98
82.73,12.77,4.89
60.84,35.05,20.63
68.18,39.23,19.58
51.16,38.67,28.32
75.42,30.39,12.47
12.98,36.9,37.97
19.09,14.02,32.35
75.65,24.06,10.15
50.48,44.29,29.65
71.61,21.21,8.93
15.73,38.62,36.64
79.42,37.36,12.49
68.66,44.98,23.73
40.78,21.37,20.16
43.92,23.09,18.87
62.86,38.08,14.85
67.38,27.84,15.44
84.09,16.08,5.88
47.1,23.78,17.55
29.5,27.84,24.59
68.64,14.35,12.56
23.39,35.83,32.89
40.71,32.77,26.41
35.48,25.37,28.74
86.31,22.97,5.15
32.14,37.69,30.97
67.89,35.85,17.47
36.65,43.96,29.33
61.71,44.92,26.95
48.52,42.67,27.25
88.3,27.87,4.79
55.11,42.55,26.02
48.44,44.25,27.03
53.36,35.06,23.21
22.39,10.24,27.09
43.86,14.34,18.25
22.61,41.22,35.6
70.99,36.83,19.72
13.24,29.56,36.24
78.41,25.89,9.74
54.49,38.25,24.23
61.93,34.0,20.28
18.27,34.07,32.39
57.12,19.31,15.17
48.41,14.39,18.75
72.78,16.81,7.13
86.68,37.76,15.15
26.3,38.81,33.42
73.69,16.82,12.29
32.21,36.66,28.43
32.37,12.4,24.99
23.77,10.82,26.25
29.13,10.31,22.99
49.0,28.82,24.72
67.72,25.37,12.35
58.8,39.2,23.35
64.36,11.08,7.92
89.24,40.27,10.44
71.29,33.97,13.93
65.99,14.16,14.71
15.98,25.32,34.19
36.11,13.77,21.77
48.1,23.01,16.82
64.64,19.8,14.71
78.52,42.49,14.52
52.78,10.45,14.35
76.42,40.12,16.95
76.14,27.16,11.01
51.96,28.53,20.62
84.01,33.89,10.4
63.83,34.82,19.11
13.12,32.49,34.54
32.54,11.58,21.37
32.39,19.12,18.65
84.82,41.89,12.57
66.9,24.74,13.94
10.46,12.54,32.94
87.27,17.89,4.71
24.31,16.67,25.41
28.58,20.89,27.95
44.04,34.83,30.36
86.37,17.67,5.37
34.07,28.42,31.8
57.47,28.54,20.03
27.22,17.93,23.61
15.07,36.12,37.11
45.0,43.93,30.44
86.09,22.0,6.69
57.45,11.09,12.81
21.45,20.88,27.99
68.35,20.09,13.07
19.48,38.43,37.99
63.04,25.09,14.46
55.72,42.97,24.93
88.5,31.67,11.05
80.63,25.67,10.19
17.99,15.73,27.89
65.87,18.73,10.01
84.96,42.46,15.27
30.9,33.58,26.62
79.83,13.0,5.3
22.56,36.28,36.35
13.91,30.55,34.73
59.44,26.07,10.75
26.72,40.32,34.2
13.2,20.27,31.14
44.4,19.51,19.42
35.87,19.4,24.54
21.67,10.67,28.35
75.04,16.35,12.69
46.85,19.72,21.32
75.65,41.36,16.96
34.33,34.11,28.37
48.23,18.14,19.24
16.04,10.46,30.1
38.07,36.1,28.7
54.92,24.4,18.19
19.22,27.84,34.98
79.58,10.04,8.41
51.64,39.23,26.66
52.28,27.82,19.97
59.89,24.21,17.17
66.17,19.36,12.78
50.72,24.23,17.4
32.42,19.46,24.99
19.11,23.49,29.33
89.28,33.39,8.45
19.48,23.46,31.02
87.62,16.52,6.0
33.67,25.8,25.68
66.1,23.76,13.22
28.79,10.77,22.16
47.52,39.62,23.89
58.54,29.76,17.68
36.2,24.65,27.06
19.27,33.51,29.84
26.79,20.23,24.7
81.76,42.95,18.34
23.8,17.93,28.25
60.39,19.58,15.27
46.01,13.62,15.56
82.78,14.33,7.49
49.33,14.53,17.89
54.55,10.22,19.45
46.5,25.93,18.91
54.57,12.47,16.57
42.92,35.88,27.63
72.56,31.24,14.41
28.18,17.85,26.48
49.95,38.52,26.58
57.66,42.04,21.82
44.72,41.06,30.05
86.67,43.14,14.66
20.12,13.25,29.24
54.01,27.02,18.77
38.67,38.92,31.32
29.89,23.08,23.34
85.55,23.66,8.01
62.35,31.41,20.53
21.18,17.53,29.18
14.42,10.02,31.03
28.24,18.92,25.77
59.57,24.13,16.06
86.03,17.47,4.78
56.39,10.84,17.77
40.24,41.77,28.13
82.99,21.21,6.77
81.44,10.33,8.05
67.0,15.45,13.66
28.14,26.42,27.37
36.47,43.34,31.43
58.32,20.98,17.46
61.94,30.41,15.17
17.18,31.37,35.98
22.44,29.15,28.18
84.37,28.92,9.99
33.47,21.38,21.91
73.25,28.38,12.88
62.21,28.09,16.1
81.87,17.78,5.41
39.69,35.64,30.35
60.26,16.63,15.63
58.6,17.77,14.23
43.82,30.59,25.11
39.02,31.57,28.72
58.53,17.53,14.88
62.03,37.05,18.58
67.06,13.68,6.76
39.93,12.2,20.42
54.47,37.0,21.8
17.74,30.33,30.09
70.75,14.63,13.67
58.87,24.03,13.78
69.39,23.82,14.81
73.23,41.66,18.74
20.18,41.08,40.0
58.42,14.42,15.99
63.7,34.41,17.34
13.1,10.83,31.41
41.11,37.71,32.76
59.11,25.94,18.81
51.48,39.67,25.94
32.95,40.31,35.41
79.48,19.92,7.54
14.04,14.86,29.1
69.54,40.52,21.34
27.17,17.92,23.74
25.67,41.11,33.7
10.11,30.71,38.47
38.12,44.62,35.19
27.54,10.63,23.71
31.97,25.5,27.52
25.29,22.44,26.1
24.67,33.86,28.07
70.75,38.37,19.02
41.59,37.01,33.38
50.02,33.62,24.41
13.79,25.54,33.02
74.34,13.94,8.81
12.13,26.75,33.87
26.23,11.3,24.02
11.8,30.24,35.13
21.92,24.29,26.5
62.4,14.42,14.46
47.78,11.2,17.75
65.55,35.0,16.68
87.08,27.64,10.59
53.73,20.99,16.82
47.32,38.12,25.79
37.98,42.76,29.58
68.95,12.36,7.35
67.89,18.22,13.08
80.6,12.44,6.16
27.43,25.59,27.73
15.73,12.42,28.48
10.94,16.97,29.04
14.79,24.43,28.16
18.66,14.41,28.64
77.04,41.15,14.04
22.36,40.9,37.25
77.47,40.5,17.53
74.68,13.8,8.68
71.68,35.09,15.08
34.0,24.95,27.03
35.67,21.64,24.72
86.08,16.4,6.42
79.98,23.42,7.25
19.25,36.06,33.85
10.01,39.89,36.81
62.47,31.39,18.27
45.99,40.7,28.46
22.56,32.8,30.71
61.17,29.48,20.59
50.43,32.39,24.15
25.12,37.66,34.74
67.59,25.79,15.95
24.81,16.6,25.2
42.65,27.98,23.31
45.93,33.23,24.39
33.7,40.25,31.39
65.75,34.73,17.53
17.8,40.43,38.91
50.52,15.4,14.94
74.36,30.42,13.55
20.83,35.61,31.04
42.09,21.64,20.24
40.81,34.6,27.53
63.7,11.86,11.36
83.72,12.26,3.57
44.41,15.6,15.61
58.27,39.24,25.4
74.21,26.36,14.61
26.75,32.74,30.11
17.69,40.05,37.34
88.67,34.15,10.19
32.67,33.07,32.55
55.38,32.06,20.66
76.48,23.36,11.83
15.75,31.55,34.31
75.58,28.28,11.68
12.83,39.14,38.42
59.84,37.31,21.18
22.86,17.37,23.77
88.83,39.95,12.99
30.65,37.66,29.41
21.18,32.15,30.6
49.54,34.62,27.92
67.54,25.28,15.04
39.46,34.65,27.68
